,borough,neighborhood,building class category,tax class at present,block,lot,ease-ment,building class at present,address,apartment number,zip code,residential units,commercial units,total units,land square feet,gross square feet,year built,tax class at time of sale,building class at time of sale,sale price,sale date,gross square feet log,sale price log
2884,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6204,42, ,S1,7304 18TH   AVENUE                       ,            ,11204,1,1,2,1995,2200,1931,1,S1,650000,2012-12-10,7.696212639346407,13.38472764187182
2885,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6213,50, ,A9,1559 BAY RIDGE PARKWAY                   ,            ,11228,1,0,1,3000,2592,1915,1,A9,133833,2013-06-25,7.860185057472165,11.804348033037718
2886,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6214,17, ,S1,7418 NEW UTRECHT AVENUE                  ,            ,11204,1,1,2,1565,2456,1931,1,S1,1080000,2013-07-10,7.806289289267033,13.892471599100402
2888,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6223,60, ,A9,1445 76TH   STREET                       ,            ,11228,1,0,1,1667,1194,1915,1,A9,575000,2012-09-05,7.085064293952548,13.262125319779487
2889,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6223,156, ,A9,1453 76TH STREET                         ,            ,11228,1,0,1,1333,1116,1915,1,A9,495000,2013-07-09,7.017506142941256,13.112313041550827
2890,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6224,35, ,A1,1566 BAY RIDGE PARKWAY                   ,            ,11228,1,0,1,3333,2552,1930,1,A1,800000,2013-05-23,7.844632644464681,13.592367006650065
2892,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6229,32, ,A9,2064 BAY RIDGE PARKWAY                   ,            ,11204,1,0,1,1992,1608,1925,1,A9,594000,2012-12-17,7.382746449738912,13.294634598344782
2893,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6234,14, ,A9,1418 76TH STREET                         ,            ,11228,1,0,1,2736,3900,1930,1,A9,965000,2012-10-11,8.268731832117737,13.779883380321124
2894,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6236,58, ,S1,7605 NEW UTRECHT AVENUE                  ,            ,11214,1,1,2,1498,3863,1931,1,S1,1500000,2013-02-14,8.259199362666282,14.22097566607244
2896,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6245,70, ,A9,1423 78TH STREET                         ,            ,11228,1,0,1,2500,1500,1925,1,A9,850000,2013-03-01,7.313220387090301,13.652991628466498
2898,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6250,7, ,A5,7709 19TH AVENUE                         ,            ,11214,1,0,1,1598,2324,1910,1,A5,582000,2012-09-27,7.751045117971802,13.274225726713574
2899,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6257,4, ,A9,7815 14TH AVENUE                         ,            ,11228,1,0,1,1117,1200,1920,1,A9,440000,2013-06-14,7.090076835776092,12.994530005894443
2901,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6262,22, ,A5,1936 78TH   STREET                       ,            ,11214,1,0,1,1708,1416,1920,1,A5,610000,2013-01-08,7.255591274253665,13.321214236149494
2903,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6269,53, ,A1,1463 80TH STREET                         ,            ,11228,1,0,1,2658,2035,1925,1,A1,685000,2012-09-24,7.618251097876695,13.437174117244362
2905,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6272,1, ,S0,7927 NEW UTRECHT AVENUE                  ,            ,11214,1,2,3,1956,1736,1931,1,S0,515000,2012-09-10,7.459338895220296,13.151922179645874
2907,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6281,13, ,A9,1414 80TH STREET                         ,            ,11228,1,0,1,2633,1296,1920,1,A9,585000,2013-05-06,7.16703787691222,13.279367126213993
2909,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6281,61, ,A1,1419 81ST STREET                         ,            ,11228,1,0,1,2642,1296,1920,1,A1,586000,2013-06-05,7.16703787691222,13.281075068559149
2910,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6293,37, ,A1,1470 81 STREET                           ,            ,11228,1,0,1,2667,1296,1930,1,A1,105000,2012-12-19,7.16703787691222,11.56171562913966
2911,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6299,70, ,A1,8121 21ST AVENUE                         ,            ,11214,1,0,1,6000,2448,1925,1,A1,1300000,2013-03-28,7.803026643632217,14.077874822431765
2912,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6305,14, ,A5,1516 82ND   STREET                       ,            ,11228,1,0,1,2242,990,1945,1,A5,500000,2012-12-10,6.897704943128636,13.122363377404328
2913,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6305,31, ,A5,1558 82ND   STREET                       ,            ,11228,1,0,1,2000,1200,1945,1,A5,620000,2013-06-20,7.090076835776092,13.337474757021274
2916,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6310,6, ,A5,8311 14TH   AVENUE                       ,            ,11228,1,0,1,2000,1760,1935,1,A5,692000,2013-05-21,7.473069088032197,13.447341234599806
2917,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6312,57, ,A5,1677 84TH   STREET                       ,            ,11214,1,0,1,940,2040,1940,1,A5,580000,2013-03-12,7.620705086838262,13.270783382522602
2919,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6344,24, ,A9,1840 85TH   STREET                       ,            ,11214,1,0,1,2642,1962,1920,1,A9,510000,2012-11-27,7.581719640125308,13.142166004700508
2923,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6853,50, ,A1,2357 84 STREET                           ,            ,11214,1,0,1,6000,2052,1915,1,A1,1200000,2012-12-06,7.62657020629066,13.997832114758229
2924,3,BENSONHURST              ,01  ONE FAMILY HOMES                        ,1,6859,31, ,A1,2460 85TH   STREET                       ,            ,11214,1,0,1,2000,2265,1930,1,A1,590000,2012-08-02,7.725330037917135,13.287877815881902
2926,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5551,9, ,B3,6503 15TH   AVENUE                       ,            ,11219,2,0,2,2092,2592,1925,1,B3,702500,2012-08-23,7.860185057472165,13.462400680190038
2927,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5552,9, ,B3,6507 16TH   AVENUE                       ,            ,11204,2,0,2,1440,1890,1940,1,B3,620000,2013-04-19,7.5443321080536885,13.337474757021274
2929,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5554,24, ,B2,1842 65TH STREET                         ,            ,11204,2,0,2,2500,1962,1910,1,B2,490000,2013-01-28,7.581719640125308,13.102160670086809
2931,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5557,6, ,B3,2102 65TH   STREET                       ,            ,11204,2,0,2,2300,2828,1925,1,B3,750000,2013-07-24,7.947325027016463,13.527828485512494
2932,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5557,74, ,B3,2109 66TH   STREET                       ,            ,11204,2,0,2,2400,2602,1925,1,B3,735000,2013-01-31,7.86403565907245,13.507625778194974
2933,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5558,87, ,B1,6621 DURYEA COURT                        ,            ,11219,2,0,2,2368,2880,1925,1,B1,770000,2013-06-27,7.965545573129992,13.554145793829866
2934,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5561,26, ,B3,1840 66TH   STREET                       ,            ,11204,2,0,2,1750,1356,1920,1,B3,716000,2013-04-30,7.212294468500341,13.481435445942783
2935,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5561,35, ,B9,1860 66TH STREET                         ,            ,11204,2,0,2,2667,3900,1930,1,B9,800000,2012-11-20,8.268731832117737,13.592367006650065
2937,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5563,3, ,B3,6617 20TH AVENUE                         ,            ,11204,2,0,2,2000,1360,1915,1,B3,465000,2013-08-08,7.215239978730097,13.049792684569493
2941,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5567,38, ,B3,1685 68 STREET                           ,            ,11204,2,0,2,2210,2281,1930,1,B3,728000,2013-01-15,7.732369222284388,13.498056327178823
2945,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5574,16, ,S2,1550 68TH STREET                         ,            ,11219,2,1,3,2000,2632,1910,1,S2,600000,2012-11-07,7.875499292445208,13.304684934198283
2949,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5578,54, ,B1,1957 BAY RIDGE AVENUE                    ,            ,11204,2,0,2,2500,2200,1920,1,B1,910000,2013-06-27,7.696212639346407,13.721199878493033
2950,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5579,29, ,B1,2060 68TH   STREET                       ,            ,11204,2,0,2,2450,1920,1925,1,B1,800000,2012-12-03,7.560080465021827,13.592367006650065
2952,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5580,57, ,B1,2153 BAY RIDGE AVENUE                    ,            ,11204,2,0,2,2500,2640,1925,1,B1,971000,2013-04-04,7.878534196140362,13.786081747273462
2954,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5769,2, ,S2,6725 14TH   AVENUE                       ,            ,11219,2,1,3,1600,2400,1931,1,S2,633000,2012-11-20,7.783224016336037,13.358225701126313
2955,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,5776,11, ,B1,1416 OVINGTON AVENUE                     ,            ,11219,2,0,2,1707,1934,1920,1,B1,730000,2013-02-15,7.56734567601324,13.500799813124575
2956,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6158,42, ,S2,6913 NEW UTRECHT AVENUE                  ,            ,11228,2,1,3,2613,3300,1931,1,S2,700000,2013-05-30,8.101677747454572,13.458835614025542
2957,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6160,51, ,B1,1777 70TH   STREET                       ,            ,11204,2,0,2,3000,3840,1930,1,B1,350000,2012-12-24,8.253227645581772,12.765688433465597
2958,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6160,60, ,B3,1755 70TH   STREET                       ,            ,11204,2,0,2,2000,2200,1930,1,B3,710000,2013-05-08,7.696212639346407,13.473020249017498
2959,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6161,56, ,B2,1843 70TH STREET                         ,            ,11204,2,0,2,2000,2678,1930,1,B2,233000,2013-01-18,7.8928255262511176,12.358793732547838
2962,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6168,24, ,B2,1440 70TH   STREET                       ,            ,11228,2,0,2,2000,3480,1920,1,B2,640000,2013-01-03,8.15478757276852,13.369223455335854
2964,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6168,38, ,B9,1474 70TH   STREET                       ,            ,11228,2,0,2,1920,1960,1960,1,B9,787000,2013-03-18,7.580699752224563,13.57598352739954
2965,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6168,61, ,B2,1441 71ST   STREET                       ,            ,11228,2,0,2,4000,3100,1915,1,B2,1252475,2013-07-26,8.039157390473237,14.04063215166211
2966,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6168,65, ,B2,1433 71ST STREET                         ,            ,11228,2,0,2,2000,3120,1920,1,B2,700000,2012-08-21,8.045588280803528,13.458835614025542
2967,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6168,73, ,B1,1415 71ST STREET                         ,            ,11228,2,0,2,2000,3000,1915,1,B1,790000,2013-05-01,8.006367567650246,13.579788224443204
2968,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6169,33, ,B2,1539 71ST STREET                         ,            ,11228,2,0,2,3383,3416,1920,1,B2,877000,2013-05-31,8.13622555490846,13.68426227135432
2971,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6173,73, ,B2,1913 71ST   STREET                       ,            ,11204,2,0,2,2400,2360,1930,1,B2,890000,2013-04-17,7.7664168980196555,13.698976741708323
2976,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6183,44, ,B1,7124 19TH AVENUE                         ,            ,11204,2,0,2,2100,2360,1930,1,B1,950000,2013-05-28,7.7664168980196555,13.764217263576723
2977,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6184,49, ,B1,1971 72ND   STREET                       ,            ,11204,2,0,2,2000,1759,1950,1,B1,680000,2012-12-26,7.472500744737558,13.42984807715229
2978,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6185,66, ,B1,2019 72ND   STREET                       ,            ,11204,2,0,2,2500,2400,1930,1,B1,990000,2013-05-14,7.783224016336037,13.805460222110773
2979,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6186,12, ,B2,2116 71ST   STREET                       ,            ,11204,2,0,2,3700,2400,1950,1,B2,778000,2012-10-10,7.783224016336037,13.564481803160529
2981,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6190,58, ,B3,1445 73RD STREET                         ,            ,11228,2,0,2,4000,1740,1935,1,B3,740000,2012-11-21,7.461640392208575,13.514405465180353
2983,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6191,48, ,B2,1567 73RD STREET                         ,            ,11228,2,0,2,4000,2681,1910,1,B2,980000,2013-01-29,7.893945138235959,13.795307850646754
2984,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6192,7, ,S2,7209 16TH AVENUE                         ,            ,11204,2,1,3,1800,2560,1931,1,S2,728000,2013-04-05,7.847762537473608,13.498056327178823
2989,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6194,57, ,B2,1835 73RD STREET                         ,            ,11204,2,0,2,2500,1998,1925,1,B2,780000,2013-01-11,7.599901959208498,13.567049198665774
2995,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6196,31, ,B1,2060 72ND STREET                         ,            ,11204,2,0,2,2500,2720,1930,1,B1,870000,2012-08-07,7.908387159290043,13.676248490630767
2999,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6205,19, ,B1,1834 73RD   STREET                       ,            ,11204,2,0,2,2000,3184,1901,1,B1,788000,2012-12-19,8.065893546964274,13.577253368840017
3002,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6206,42, ,B1,7316 20TH   AVENUE                       ,            ,11204,2,0,2,1700,2100,1930,1,B1,578500,2013-01-29,7.649692623711514,13.26819382561587
3007,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6208,37, ,B2,7304 BAY PARKWAY                         ,            ,11204,2,0,2,2500,3100,1930,1,B2,810000,2013-05-29,8.039157390473237,13.604789526648622
3008,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6212,7, ,B9,7401 14TH AVENUE                         ,            ,11228,2,0,2,5000,4160,1950,1,B9,1550000,2012-09-05,8.333270353255308,14.253765488895429
3011,3,BENSONHURST              ,02  TWO FAMILY HOMES                        ,1,6214,19, ,S2,7422 NEW UTRECHT AVENUE                  ,            ,11204,2,1,3,2001,2992,1931,1,S2,610000,2012-10-10,8.003697339094368,13.321214236149494
